real_x, real_y, real_z, detected_x, detected_y, detected_z
100,150,100,-69.11926372061274,20.310549592910604,278.65264608007885
100,150,100,-82.10060723221966,21.757082266207583,264.20640210140874
100,150,100,-108.84786498871664,19.369401482565856,272.96640171307786
150,150,100,-111.30301740519278,15.95880812572479,251.835015069757
150,100,100,-144.4393185559762,22.223788817194894,263.5526744510911
200,150,100,-147.71209356529812,14.19359507745115,213.5458620743345
250,150,100,-193.10083177573404,22.897398595753483,237.40618936717453
0,200,100,29.891578627680676,49.42122406111305,243.45378156291966
0,200,100,19.691726183438,50.325566306436556,250.10215851378803
0,200,100,0.3397364943600391,43.53156761342051,240.2944729417521
50,200,100,-21.939581482306846,41.99956657474964,238.7877896719312
50,200,100,-35.325079326658006,46.97317021331612,237.1928037496839
50,200,100,-51.18783379999714,40.281728941312196,245.10807005792387
0,250,100,41.04489857867604,62.79680579925794,194.0697971063771
0,250,100,22.819588834457115,69.48601339031478,199.1261590169353
0,250,100,1.5720588329996366,58.99271820839899,189.44273723698902
100,-100,28,-107.73595270815647,-24.94504738430539,567.506484741556
200,-100,28,-200.38298638727295,-23.433454565579694,491.96388860131896
300,-100,28,-288.5861931498864,-26.936693867194535,425.4572011780773
300,-200,28,-285.3158118183347,-74.10480409130555,505.7945287569805
0,-100,100,7.579831109166529,-93.96632328405506,544.7836804364294
100,-100,100,-98.57434233467258,-92.02621918568428,502.6546473833072
100,-100,100,-90.84873026047909,-101.80603853062277,532.201797830698
300,-100,100,-251.4278590088163,-89.46824506614371,370.0321554159718
300,-100,100,-274.9224921939158,-92.89663622042534,381.2267567860125
100,-200,100,-112.96408085811227,-160.5014227357357,636.4416549181667
100,-200,100,-104.73745701225366,-139.52179011721446,558.802265519653
300,-200,100,-282.7264745992392,-146.50361342949608,478.3574953642974
300,200,-100,-261.72577206365776,-127.82848410803712,414.4214377894721
-100,0,28,99.54793104118171,22.64758968558843,490.882391584063
-100,100,28,98.92645617597192,72.55748540243795,376.07689327418655
-100,0,100,98.07473394096971,-37.4010233375061,424.07026136048245
-200,0,100,226.44358590514196,-40.36252011403852,442.64523831246026
-200,0,100,172.33674803084054,-37.74610356332251,371.48000156633833
-100,0,100,122.48162981204777,-43.26481976352383,436.7428952335895
-100,0,100,92.89631186818639,-47.302035312697086,454.47948630940647
-100,100,100,109.36775492850425,8.947696030630933,319.97978176678555
-100,100,100,95.3464899498332,4.643203366018334,335.05664350153006
0,100,100,26.003239290705885,2.7631601230172125,361.90485432105913
0,100,100,13.314172416064997,3.0996859479957575,354.9576136913457
0,100,100,1.686652788872966,0.8428768398222916,355.9547243071965
0,200,100,31.84342851343626,43.65019311887005,255.4455621098362
0,200,100,18.612793285200464,48.15129703014795,260.85468955810416
0,200,100,3.0913456384513225,42.61270727474339,249.2791490548195
-100,200,100,85.14428420055414,41.25067676152164,189.54870612417193
-100,-100,100,84.34821504829338,-96.51791293061184,543.6491125496683
-100,-100,100,89.27454206302448,-89.24665846579973,510.91815358179014
-200,-100,100,175.18205936612122,-81.07648941261886,460.03765539191215
-300,-200,100,244.91088490463784,-115.90236139787164,469.82999515813725
-200,-200,100,177.86104072787288,-119.41375815964882,521.6271733297937
-200,-200,100,175.15528521173633,-132.24632187761782,571.0858048442641
0,0,150,3.9033219500320846,-89.49768788088281,422.37014563846566
0,0,150,-0.06440074617902942,-97.39600521448885,442.635138792458
50,50,150,-48.942650671058125,-66.47207112861112,377.41417515108503
50,50,150,-49.00619941248877,-74.3365498710994,388.4353701368638
150,150,150,-120.39736450239747,-14.143505092517348,193.52709411556847
250,0,150,-233.228390840029,-84.12757358638623,315.4918441437863
250,0,150,-314.9217286233903,-116.5605089052187,417.69449644183396
250,-100,150,-220.30875570879752,-116.79629066429119,367.79141655773486
250,-100,150,-237.8482181675783,-134.0403043193352,407.9884576738269
100,-200,150,-118.5865069265476,-189.4256116695451,569.5994813611576
200,-200,150,-201.39399244323567,-172.46638266607354,491.29020894984376
200,-200,150,-185.169600748392,-171.50979667238383,484.816008914104
-50,-50,150,39.462054302202866,-112.36976079167907,473.97116125665474
-150,50,150,142.86069437207647,-108.8631842684222,437.741862695516
-200,-50,150,172.6443530946221,-95.74260975998733,395.7075285796623
-200,-50,150,166.638598519542,-97.29637395808818,386.4642734218099
-200,-150,150,182.35016883717242,-156.7823638442557,521.3045663611587
-150,50,150,133.247332743357,-58.55490392732111,360.49315489975913
-150,50,150,131.87048225805128,-59.138816486232685,346.14312578649617
0,0,200,9.182204835637352,-136.76778904902218,377.72773406285876
150,100,200,-110.65108439126298,-78.17236129011565,230.63299022417
150,100,200,-120.67540050513205,-79.42033857586198,228.63139737181146
-150,-100,200,130.65257559250412,-160.05107003235412,394.9826743531289
150,-100,200,-126.08648294063492,-156.22297348001953,362.42022009720506
